ObjectID,DisplayX,DisplayY,Address,City,Region,Postal,ID,EventDate,Address2,Primary NAICS,Hospitalized,Amputation,Inspection,Final Narrative,Nature,NatureTitle,Part of Body,Part of Body Title,Event,EventTitle,Source,SourceTitle,Secondary Source,Secondary Source Title,Industry SubSector
68,-80.716106,26.664059,8001 U.S. HWY 27 South,SOUTH BAY,FLORIDA,33493,2015085527,2015-08-09,,221118,1,0,,An employee was opening a by-pass valve while working from an A-frame ladder. When the ladder slipped the employee fell approximately four to five feet fracturing the right femur.,111,Fractures,511,Thigh(s),4331,Other fall to lower level less than 6 feet,7422,Step ladders,,,Other Electric Power Generation
69,-81.997971,27.896832,2360 Old Hwy 60 ,MULBERRY,FLORIDA,33860,2015075259,2015-07-30,,221310,2,0,,Two employees were shot by an ex-employee that came to the office and started shooting. Both employees were hospitalized.,134,Gunshot wounds,9999,Nonclassifiable,1111,Shooting by other person-intentional,5729,"Co-worker or work associate, n.e.c.",,,Water Supply and Irrigation Systems
70,-82.465914,27.547578,Manatee Energy Center,PARRISH,FLORIDA,34219,2016032003,2016-03-07,19050 SR 62,221122,1,0,,"An employee was using a 6-foot step platform ladder to change a filter for a pump when the platform ladder became unstable and tipped over to the ground. The employee fell and suffered fractures to the right wrist, right ankle, and right hip.",111,Fractures,899,"Multiple body parts, n.e.c.",4331,Other fall to lower level less than 6 feet,7429,"Movable ladders, n.e.c.",,,Electric Power Distribution
71,-81.404137,28.292856,205 E. Dakin Ave.,KISSIMMEE,FLORIDA,34741,2016065582,2016-06-22,,221112,1,0,,An employee was stepping over an 18-inch silt fence when he tripped and broke his right ankle.,111,Fractures,52,Ankle(s),4213,Fall on same level due to tripping over an object ,660,"Floors, walkways, ground surfaces, unspecified",6529,"Fences, fence panels, gates, n.e.c.",Fossil Fuel Electric Power Generation
72,-81.292151,28.24523,1321 Vermont Ave.,SAINT CLOUD,FLORIDA,34769,2016065306,2016-06-15,,221118,1,0,,"After performing HVAC repairs and installation, an employee suffered cramps and vomiting. He was hospitalized for severe dehydration.",1729,"Effects of heat and light, n.e.c.",6,BODY SYSTEMS,531,Exposure to environmental heat,9262,Heat-environmental,,,Other Electric Power Generation
73,-80.517071,27.03903,13303 SW Silver Fox Lane ,INDIANTOWN,FLORIDA,34956,2015085868,2015-08-18,,221118,1,0,,"On 8-18-2015, at about 8:40 a.m., three employees were de-energizing and locking out a 480 VAC circuit breaker. The breaker did not open properly. When the cubicle door was opened, an arc flash occurred, injuring the first employee with 2nd and 3rd degree burns to his face, arm, and chest. Another employee had no injuries, and the last suffered minor burns to the face and arms. The first employee was hospitalized.",1533,Third or fourth degree electrical burns,899,"Multiple body parts, n.e.c.",5112,"Direct exposure to electricity, greater than 220 volts",4417,"Switchboards, switches, fuses",,,Other Electric Power Generation
74,-80.325036,27.457129,220 Fishermans Wharf,FORT PIERCE,FLORIDA,34982,2016021642,2016-02-22,Cave K1 Barge,221210,1,0,1128855,"On February 22, 2016, at about 10:39 a.m., an employee was delivering a propane gas tank when he fell from the gangway to a barge and into the water, injuring his eye. He was hospitalized and had surgery for a possible eye socket fracture.",1972,"Soreness, pain, hurt-nonspecified injury",132,Eye(s),4330,"Other fall to lower level, unspecified",6699,"Floors, walkways, ground surfaces, n.e.c.",,,Natural Gas Distribution
75,-86.539129,33.5423,10th Street and Highway 78,LEEDS,ALABAMA,35094,2015042145,2015-04-20,,221119,0,1,,A field mechanic was working on a vehicle on the side of the road. He pulled a cylinder from the vehicle and it dropped onto his left hand. His left middle finger was amputated.,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6231,Struck by object or equipment dropped by injured worker,489,"Vehicle and mobile equipment parts, n.e.c.",,,Other Electric Power Generation
76,-87.057055,33.642996,4250 Porter Road,QUINTON,ALABAMA,35130,2015030585,2015-03-10,,221119,1,0,1046352,An employee was disconnecting chlorine gas system tubing to attach a chlorine cylinder to the water treatment system when a small amount of chlorine gas escaped. The employee was taken to the hospital and admitted.,1960,"Poisoning, toxic, noxious, or allergenic effect, unspecified",6,BODY SYSTEMS,5521,Inhalation of harmful substance-single episode,1311,"Chlorine, chlorine bleach",,,Other Electric Power Generation
77,-87.115033,34.716093,10835 Shaw Road,ATHENS,ALABAMA,35611,2015030321,2015-03-25,Browns Ferry Nuclear Plant,221113,1,0,1051435,An employee entered the blower area to inspect the damper and conduct preventive maintenance.  The employee fell 5 feet off of a ledge onto duct work and sustained body injuries. There was low lighting in the area at the time of the incident.,10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,4331,Other fall to lower level less than 6 feet,659,"Structural elements, n.e.c.",,,Nuclear Electric Power Generation
78,-85.948163,34.047247,1905 Old Hwy 411,GADSDEN,ALABAMA,35901,2015085701,2015-08-12,,221122,1,0,1085577,"An employee finished installing switches. While cleaning up and removing the rubber cover up used to protect from inadvertent contact, he touched the wire with more than 50 volts, resulting in 1st, 2nd, and 3rd degree burns to both arms.",1531,First degree electrical burns,420,"Arm(s), unspecified",5110,"Direct exposure to electricity, unspecified",4411,Electrical wiring-building,,,Electric Power Distribution
79,-88.024735,31.009526,15300 HWY 43 N.,BUCKS,ALABAMA,36512,2015108122,2015-10-30,,221119,1,0,,"An employee was relocating a tool cart.  While backing it down a ramp, he caught his finger between the cart and a steel column causing an open fracture to his right middle finger.",139,"Open wounds, n.e.c.",4420,"Finger(s), fingernail(s), unspecified",642,Compressed or pinched by shifting objects or equipment,871,"Cart, dolly, hand truck-nonpowered",659,"Structural elements, n.e.c.",Other Electric Power Generation
80,-86.804255,36.034999,I-65 Between Structures 282 and 283,BRENTWOOD,TENNESSEE,37027,2015053030,2015-05-19,,221122,1,0,,"On or about 05/19/2015, a utility crew was pulling two sections of a utility pole together with come-a-longs. Each section of the pole has rigging plates attached. One of the rigging plates broke loose and struck the employee on the back resulting in a ruptured spleen that required inpatient care and surgery.",194,Internal injuries to organs and blood vessels of the trunk,310,"Chest, except internal location of diseases or disorders",6239,"Struck by falling object or equipment, n.e.c.",4135,"Metal plates, metal panels",6352,Utility and telephone poles,Electric Power Distribution
81,-85.128755,35.208562,2000 Igou Road,SODDY DAISY,TENNESSEE,37379,2015085588,2015-08-09,,221113,1,0,,An employee was climbing a fixed ladder with a cage inside of a containment unit when she lost her footing and subsequently lost her hand grip and fell approximately eight feet breaking her right ankle. She had surgery to repair the damage to her ankle.,111,Fractures,52,Ankle(s),4332,Other fall to lower level 6 to 10 feet,741,Ladders-fixed,,,Nuclear Electric Power Generation
82,-84.880207,35.660294,1270 Highway 68 ,SPRING CITY,TENNESSEE,37381,2015042270,2015-04-22,,221113,1,0,,"An employee was working approximately 10 feet inside of a box truck, preparing materials for shipping. He was tightening a ratchet strap to secure gas cylinders. His hand slipped off of the strap and he stumbled approximately 10 feet backwards. He fell out of the back of the truck, approximately 4 feet to the concrete parking lot, and broke his left femur and hip. He was hospitalized and required surgery.",111,Fractures,899,"Multiple body parts, n.e.c.",4331,Other fall to lower level less than 6 feet,8426,Delivery truck or van,4225,Strapping,Nuclear Electric Power Generation
83,-90.325907,33.495084,199 Medgar Evers Blvd.,ITTA BENA,MISSISSIPPI,38941,2016021326,2016-02-12,,221122,1,1,,"An employee was operating an auger to drill holes for electrical poles when an auger fell on the employee's right foot, amputating a toe.",1311,Amputations,532,"Toes(s), toenail(s)",6412,Caught in running equipment or machinery during regular operation,3241,"Drilling machines, drilling augers",,,Electric Power Distribution
84,-88.754897,32.642463,5935 Hwy 493,DE KALB,MISSISSIPPI,39328,2015086126,2015-08-25,,221112,1,0,,An employee was standing in the lay down yard when a 12 inch pipe shifted and pinned his left leg between two pipes. The employee was admitted to the hospital with a broken tibia.,111,Fractures,513,Lower leg(s),642,Compressed or pinched by shifting objects or equipment,4120,"Pipes, ducts, tubing, unspecified",,,Fossil Fuel Electric Power Generation
85,-89.024391,30.43577,10406 Lorraine Road,GULFPORT,MISSISSIPPI,39503,2016021565,2016-02-19,,221112,1,0,,"An employee was exiting a crane when he slipped, fell, and broke his right arm and right leg.",111,Fractures,87,Upper and lower limb(s),4330,"Other fall to lower level, unspecified",3430,"Cranes, unspecified",,,Fossil Fuel Electric Power Generation
86,-89.331123,30.315217,Port Beinbille,BAY SAINT LOUIS,MISSISSIPPI,39520,2015010821,2015-01-26,,221210,0,1,,While making deliveries the vehicle's brakes failed causing the vehicle to roll. The driver tried to stop the vehicle by chocking the wheel. While attempting to chock the passenger side rear wheel the employee's left index finger was trapped between the metal chock and the tire resulting in an amputation.,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,840,"Highway vehicle, motorized, unspecified",799,"Tools, instruments, and equipment, n.e.c.",Natural Gas Distribution
87,-89.268743,33.537176,North Pecan Street,EUPORA,MISSISSIPPI,39744,2016076033,2016-07-06,,221122,1,0,,"An employee was working from a bucket truck to install a fuse contact and a lightning arrestor on a wood pole when he made contact with 14.4 kV line, suffering electrical burns to the left and right arms.",1530,"Electrical burns, unspecified",420,"Arm(s), unspecified",5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,Electric Power Distribution
88,-84.884161,31.041665,100 Knox Ave.,DONALSONVILLE,GEORGIA,39845,2015107911,2015-10-22,,221121,1,0,,"A driver was checking the oil in a dump truck while standing on the bumper, approximately two feet high. The employee's feet slipped off the truck's bumper and the employee fell backwards hitting his head against the ground. The employee suffered a concussion and neck pain.",162,Concussions,111,Brain,4331,Other fall to lower level less than 6 feet,8423,Dump truck,,,Electric Bulk Power Transmission and Control
89,-88.773261,37.148252,7900 METROPOLIS LAKE ROAD,WEST PADUCAH,KENTUCKY,42086,2016065706,2016-06-25,,221119,1,0,,"An employee was flushing the intake water of the fossil plant when a pipe broke loose on the unit and struck the employee on the elbow, breaking the employee's arm.",111,Fractures,420,"Arm(s), unspecified",6241,"Struck by dislodged flying object, particle",4120,"Pipes, ducts, tubing, unspecified",,,Other Electric Power Generation
90,-83.107371,39.97103,858 Distribution Drive,COLUMBUS,OHIO,43228,2015010972,2015-01-30,,221210,0,1,,"An employee got his finger caught between a pallet and a platform, while a forklift operator was lowering the pallet down onto the platform.  Employee suffered an amputation.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,216,"Skids, pallets",6399,"Structures, n.e.c.",Natural Gas Distribution
91,-83.438691,41.69042,4701 BAYSHORE RD.,OREGON,OHIO,43616,2015129630,2015-12-20,,221112,1,0,,"On December 20, 2015, at approximately 3:30 pm, an employee was performing operation duties inside the CFB unit when Boiler #2 failed, releasing hot steam and burning the employee.",1520,"Heat (thermal) burns, unspecified",9999,Nonclassifiable,533,Contact with hot objects or substances,951,"Steam, vapors-nonchemical",2121,Boilers,Fossil Fuel Electric Power Generation
92,-80.62957,40.528061,29503 State Route 7,STRATTON,OHIO,43961,2015074738,2015-07-17,,221119,1,0,1081039,"An employee suffered a leg injury while performing maintenance work activities when a 1,000 pound submersible pump fell onto the employee, requiring hospitalization.",1972,"Soreness, pain, hurt-nonspecified injury",510,"Leg(s), unspecified",6230,"Struck by falling object or equipment, unspecified",3797,Pumps,,,Other Electric Power Generation
93,-81.127006,41.780761,10 Central Rd.,PERRY,OHIO,44081,2015010081,2015-01-05,,221122,1,0,,"An employee walking from the parking lot en route to his assigned work area slipped, tearing his quadriceps tendon. The employee was discharged from the ER, but later returned to Lake West hospital that evening and was admitted. The employee has since been scheduled for surgery.",1231,"Major tears to muscles, tendons, ligaments",511,Thigh(s),4110,"Slip without fall, unspecified",562,"Bodily motion or position of injured, ill worker",,,Electric Power Distribution
94,-81.736481,41.45644,3601 Ridge Road,CLEVELAND,OHIO,44102,2016043272,2016-04-19,,221122,1,0,1142687,"An employee was lowering a porcelain post from an electrical transmission line in the ""right of way"" when the post fell onto the employee. The employee suffered shoulder and spleen injuries.",1972,"Soreness, pain, hurt-nonspecified injury",899,"Multiple body parts, n.e.c.",6230,"Struck by falling object or equipment, unspecified",4419,"Electric parts, n.e.c.",,,Electric Power Distribution
95,-81.578898,41.436522,4465 Johnston Pkwy,CLEVELAND,OHIO,44109,2015085502,2015-08-06,,221122,1,0,1085021,"An employee was performing a voltage check on a 277 volt meter base on a transformer. The employee made contact with an energized conductor and the grounded enclosure, causing an arc flash. The employee received 2nd degree burns to the torso and abdomen. The employee was wearing arc rated clothing.",1532,Second degree electrical burns,330,"Abdomen, except internal location of diseases or disorders",5112,"Direct exposure to electricity, greater than 220 volts",4419,"Electric parts, n.e.c.",,,Electric Power Distribution
96,-81.699221,41.00989,9681 Silver Creek Rd,WADSWORTH,OHIO,44281,2015075279,2015-07-30,,221122,1,0,1083094,An employee made contact with an energized conductor on a transformer while performing a test. The employee received electrical contact burns to the right hand. ,1530,"Electrical burns, unspecified",440,"Hand(s), unspecified",5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,Electric Power Distribution
97,-81.467033,41.082707,Englewood/Sieberling Ave,AKRON,OHIO,44305,2015086004,2015-08-21,,221112,1,1,1087987,"An employee was stringing new power line using pools of wire that are carried on a reel mounted on a trailer.  His finger got pinched in the reel, and his left ring finder was crushed and amputated.",1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",642,Compressed or pinched by shifting objects or equipment,2133,"Reels, rolls, spools, coils, cones",,,Fossil Fuel Electric Power Generation
98,-83.799251,39.91863,420 York St.,SPRINGFIELD,OHIO,45505,2015074833,2015-07-20,,221122,1,0,,"On July 20, 2015, an employee was climbing a fiberglass ladder to access a transformer when he was attacked by hornets.  While trying to quickly get off the ladder, he fell and broke his right arm and damaged his spleen.",111,Fractures,420,"Arm(s), unspecified",4330,"Other fall to lower level, unspecified",740,"Ladders, unspecified",5131,"Bees, hornets, wasps ",Electric Power Distribution
99,-82.129961,38.91617,5758 SR 7 North,CHESHIRE,OHIO,45620,2015020470,2015-02-16,,221118,1,0,1046143,An employee was arc welding on a boiler feed pump shaft that was made of 410 stainless steel.  The employee was wearing a respirator designed for Hexavalent Chromium.  The employee went to the hospital and was admitted for respiratory issues after finishing his shift.,1963,"Other respiratory system symptoms-toxic, noxious, or allergenic effect",6,BODY SYSTEMS,5521,Inhalation of harmful substance-single episode,147,"Welding or soldering fumes, unspecified or n.e.c.",,,Other Electric Power Generation
100,-87.915083,43.034631,60th and Center St.,MILWAUKEE,WISCONSIN,53201,2015118483,2015-11-10,,221210,1,0,,Workers were breaking up concrete to install gas lines and were placing the concrete chunks on a flatbed truck. The injured employee was operating a backhoe. The flatbed operator tilted the bed of the flatbed truck slightly to make it easy to move concrete into the bucket of the backhoe. The injured employee then climbed up onto the tilted flatbed and began moving the smaller pieces of concrete into the bucket of the backhoe by hand when a large piece of concrete slid and pinned his ankle between the bucket of the backhoe and that large piece of concrete. His ankle was crushed.,1971,Crushing injuries,52,Ankle(s),642,Compressed or pinched by shifting objects or equipment,949,"Scrap, waste, debris, n.e.c.",3211,"Backhoes, trackhoes",Natural Gas Distribution
101,-89.417962,43.487754,W8375 MURRAY RD.,PARDEEVILLE,WISCONSIN,53954,2015129249,2015-12-07,,221112,1,0,,"An employee was standing on the ground, pulling overhead cable using fish tape. The fish tape broke or detached from the cable, causing the employee to fall to his knees. He tore quadriceps tendons in both knees.",1231,"Major tears to muscles, tendons, ligaments",512,Knee(s),429,"Fall on same level, n.e.c. ",6629,"Floor, n.e.c.",7199,"Handtools-nonpowered, n.e.c.",Fossil Fuel Electric Power Generation
102,-87.537081,44.2695,6610 NUCLEAR RD.,TWO RIVERS,WISCONSIN,54241,2015064208,2015-06-30,,221113,1,0,,"An employee, carrying an approximately 45 lb. valve in a bag, turned to the right, tripped over his foot, and fell to the concrete surface onto his right hip.",1972,"Soreness, pain, hurt-nonspecified injury",341,Hip(s),4214,Fall on same level due to tripping over self,6629,"Floor, n.e.c.",,,Nuclear Electric Power Generation
103,-96.947602,46.833559,2601 32nd Avenue West,WEST FARGO,NORTH DAKOTA,58078,2016021814,2016-02-26,,221122,1,0,,An employee was walking next to a forklift. A railroad rail fell from the forklift and struck the employee's right leg resulting in a lower leg fracture.,111,Fractures,513,Lower leg(s),6233,Struck by object falling from vehicle or machinery-other than vehicle part,4136,Rails-unattached metal,8621,"Forklift, order picker, platform truck-powered",Electric Power Distribution
104,-101.228282,47.068066,3401 24th Street SW,CENTER,NORTH DAKOTA,58530,2015030408,2015-03-30,,221112,0,1,,An employee was loosening some bolts and had his wrench (left hand) against an angle iron (brace). The wrench spun and caught a finger between the angle iron and wrench.,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6252,Injured by slipping or swinging object held by injured worker,7173,Wrenches-nonpowered,4131,Angle irons,Fossil Fuel Electric Power Generation
105,-102.13579,48.807181,53801 North Highway 52,BOWBELLS,NORTH DAKOTA,58721,2016076196,2016-07-10,,221118,1,0,,"An employee was checking power lines using an extend stick when he stepped into a hole and suffered tendon damage in his left knee, requiring hospitalization.",1230,"Sprains, strains, tears, unspecified",512,Knee(s),4320,"Fall through surface or existing opening, unspecified",6631,Ground irregularity,,,Other Electric Power Generation
106,-104.155989,47.712078,West of Sidney,SIDNEY,MONTANA,59270,2015031447,2015-03-24,Well # Natasha Tune 9-16H,211111,0,1,,An employee sustained injuries to his left index finger while rigging down.,1972,"Soreness, pain, hurt-nonspecified injury",4420,"Finger(s), fingernail(s), unspecified",9999,Nonclassifiable,9999,Nonclassifiable,,,Hydroelectric Power Generation
107,-111.301294,45.273374,5 Miles N. Of Big Sky,BIG SKY,MONTANA,59716,2015074750,2015-07-16,Hwy 191,221122,1,0,,"An employee hooked a lanyard to what he thought was a D-ring on his climbing belt, leaned back, and fell to the ground below. He actually hooked up to a tool on his tool belt.",10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,4330,"Other fall to lower level, unspecified",9999,Nonclassifiable,775,"Lifelines, lanyards, safety belts, harnesses",Electric Power Distribution
108,-114.119192,47.603352,PO Box 40,PABLO,MONTANA,59855,2015031319,2015-03-19,,221310,1,0,,An employee fell from a 2-foot ladder and sustained serious injuries.,10,"Traumatic injuries and disorders, unspecified",9999,Nonclassifiable,4331,Other fall to lower level less than 6 feet,740,"Ladders, unspecified",,,Water Supply and Irrigation Systems
109,-87.854071,42.24763,291 W. Deerpath Rd.,LAKE FOREST,ILLINOIS,60045,2016042773,2016-04-02,,221122,1,0,,"On or about 4/2/16, an employee was unloading a utility pole from a truck when the pole rolled and struck his right leg below the knee, causing a compound fracture. He was hospitalized for surgery.",111,Fractures,513,Lower leg(s),6223,Struck by object or equipment rolling freely,6352,Utility and telephone poles,,,Electric Power Distribution
110,-87.982252,41.847805,2 Lincoln Center,OAKBROOK TERRACE,ILLINOIS,60181,2015096738,2015-09-15,,221122,1,0,,"On or about 9/15/15 at approximately 2:30 pm, an employee was removing a rear tire of a dual wide trailer when one of the tires blew and the employee's left hand was knocked into the wheel well causing a fracture. The employees was hospitalized for surgery.",111,Fractures,440,"Hand(s), unspecified",323,"Explosion of pressure vessel, piping, or tire",4813,"Tires, except bike",,,Electric Power Distribution
111,-87.965291,41.97932,800 N.  Edgewood Ave,WOOD DALE,ILLINOIS,60191,2016065014,2016-06-07,,221122,2,0,1153518,"On or about June 7, 2016, two employees were repairing an underground service. They were cutting and prepping a cable when an arc flash occurred, burning their faces and arms.",1530,"Electrical burns, unspecified",899,"Multiple body parts, n.e.c.",5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,Electric Power Distribution
112,-88.201171,41.44357,24151 S. Northern IL Drive,CHANNAHON,ILLINOIS,60410,2015107898,2015-10-22,,221122,1,0,,An employee was standing on the ground while new cable was being pulled onto a power pole.  A wire grip device failed and loose cable on the ground came under tension knocking the employee to the ground causing neck and wrist fractures.,111,Fractures,899,"Multiple body parts, n.e.c.",429,"Fall on same level, n.e.c. ",6630,"Ground, unspecified",4419,"Electric parts, n.e.c.",Electric Power Distribution
113,-87.74455,41.952672,3955 N Kilpatrick Ave.,CHICAGO,ILLINOIS,60611,2015021218,2015-02-06,,221210,1,0,,An employee injured his back when he slipped on wet/icy ground and fell  getting into his work truck.,1972,"Soreness, pain, hurt-nonspecified injury",320,"Back, including spine, spinal cord, unspecified",422,Fall on same level due to slipping ,6630,"Ground, unspecified",9273,"Ice, sleet, snow",Natural Gas Distribution
114,-87.720332,41.750457,7832 S. Springfield Ave.,CHICAGO,ILLINOIS,60623,2016054677,2016-05-26,,221210,0,1,,"An employee was attempting to lift a concrete slab/rock into the bucket of a front-end loader. The slab slipped, and the employee's right index fingertip was crushed and amputated between the slab and another slab.",1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,4114,"Structural stones or slabs, n.e.c.",,,Natural Gas Distribution
115,-87.716128,41.981241,5500 N. St. Louis Avenue,CHICAGO,ILLINOIS,60625,2016042890,2016-04-06,,221122,1,1,,An employee was winding in steel cable using a reel. The steel cable came off the drum and the employee placed it back with his right hand. The steel cable pinched and amputated his right index fingertip between the steel cable and the reel drum.,1311,Amputations,4422,Fingertip(s),642,Compressed or pinched by shifting objects or equipment,4226,"Wire, cables-nonelectrical",2133,"Reels, rolls, spools, coils, cones",Electric Power Distribution
116,-87.670347,41.982546,1553 W. Gregory,CHICAGO,ILLINOIS,60640,2015085484,2015-08-06,,221210,1,0,,"On August 6, 2015, an employee working on a gas leak inside of an excavation was bitten by an unknown insect on the right elbow. As the day continued the bite are became swollen and painful. The employee was admitted into the hospital. On August 10, 2015 a portion of the bite area was removed by doctors.",133,"Puncture wounds, except gunshot wounds",9999,Nonclassifiable,1310,"Bites and stings, unspecified",5130,"Insects, arachnids, mites, unspecified",,,Natural Gas Distribution
117,-90.299121,41.728778,22710 206th Avenue,CORDOVA,ILLINOIS,61242,2015031192,2015-03-14,,221118,1,0,1047892,An employee was hospitalized after being shocked while servicing electrical equipment.,193,"Electrocutions, electric shocks",6,BODY SYSTEMS,510,"Exposure to electricity, unspecified",70,"Tools, instruments, and equipment, unspecified",,,Other Electric Power Generation
118,-89.127341,41.67185,2612 Shady Oaks Rd,WEST BROOKLYN,ILLINOIS,61378,2016043032,2016-04-11,,221115,1,0,1140083,"On or about April 11, 2016. an employee was working in an electrical cabinet when an arc flash occurred. The employee was hospitalized with burns on the face and forearms.",1530,"Electrical burns, unspecified",899,"Multiple body parts, n.e.c.",5110,"Direct exposure to electricity, unspecified",4417,"Switchboards, switches, fuses",,,Wind Electric Power Generation
119,-88.944749,40.58363,20487 N. 1700 East Road,HUDSON,ILLINOIS,61748,2016054408,2016-05-19,,221210,0,1,1153887,An employee was replacing the motor and bearing on a cooler unit/fan when his left thumb was caught between a belt and pulley on the unit. He suffered a left thumb distal tip amputation.,1311,Amputations,4422,Fingertip(s),6411,"Caught in running equipment or machinery during maintenance, cleaning ",3319,"Cooling and humidifying machinery and appliances, n.e.c.",,,Natural Gas Distribution
120,-89.846837,38.206464,10901 Baldwin,BALDWIN,ILLINOIS,62217,2015129240,2015-12-07,,221119,1,1,1112592,An employee amputated four fingers on the right hand while servicing a rotary air valve.,1311,Amputations,4429,"Finger(s), fingernail(s), n.e.c.",6411,"Caught in running equipment or machinery during maintenance, cleaning ",3411,Chutes,,,Other Electric Power Generation
121,-89.957001,38.53239,1050 West Blvd,BELLEVILLE,ILLINOIS,62221,2016076890,2016-07-28,,221119,1,0,,"While using a chainsaw to cut up old poles and trees, an employee was bitten by an unknown insect and had a reaction to the bite. The bite became infected, requiring overnight hospitalization.",1960,"Poisoning, toxic, noxious, or allergenic effect, unspecified",6,BODY SYSTEMS,1310,"Bites and stings, unspecified",5130,"Insects, arachnids, mites, unspecified",,,Other Electric Power Generation
122,-89.987837,38.673001,306 Hind Lake Road ,COLLINSVILLE,ILLINOIS,62234,2015118351,2015-11-05,,221122,1,0,1105501,An employee was injured when he fell approximately 15 feet from a electrical pole where he was repairing a street light.  The employee fractured a hip.,111,Fractures,341,Hip(s),4333,Other fall to lower level 11 to 15 feet ,6352,Utility and telephone poles,,,Electric Power Distribution
123,-89.380229,38.254594,Smith Road & Illinois Route 127,NASHVILLE,ILLINOIS,62263,2016076482,2016-07-18,,221122,1,0,,Two employees were working in a lift bucket truck cleaning a cross arm when the boom failed and the bucket hit the truck. One employee remained in the bucket and the other was thrown out of the bucket. Both employees were attached to the bucket with harnesses and lanyards. One employee received a broken rib and bruising.,111,Fractures,310,"Chest, except internal location of diseases or disorders",4330,"Other fall to lower level, unspecified",8422,"Boom truck, bucket or basket hoist truck",,,Electric Power Distribution
124,-88.278549,38.945473,6725 N 500th Street,NEWTON,ILLINOIS,62448,2016043604,2016-04-29,,221112,1,0,1145354,An employee's hand was broken while attempting to remove coal debris from between the journal and the table of the 2E coal mill base.,111,Fractures,440,"Hand(s), unspecified",642,Compressed or pinched by shifting objects or equipment,3292,"Compactors, crushers, pulverizers-earth, mineral",,,Fossil Fuel Electric Power Generation
125,-89.079951,39.4094,420 North 2400 East Road,PANA,ILLINOIS,62557,2015063346,2015-06-01,,221122,1,0,,An employee suffered left arm swelling after a suspected insect bite and was later hospitalized for treatment.,1729,"Effects of heat and light, n.e.c.",420,"Arm(s), unspecified",1310,"Bites and stings, unspecified",5130,"Insects, arachnids, mites, unspecified",,,Electric Power Distribution
126,-88.717701,38.497828,720 Meador Road ,IUKA,ILLINOIS,62849,2015074744,2015-07-16,,221122,1,0,1079809,A neutral line was down because of a storm. An employee was attempting to repair the line when he made contact with the live single line.,193,"Electrocutions, electric shocks",6,BODY SYSTEMS,5112,"Direct exposure to electricity, greater than 220 volts",4415,"Power lines, transformers, convertors",,,Electric Power Distribution
127,-90.840059,38.547526,226 Labadie power Plant Road,LABADIE,MISSOURI,63055,2015042359,2015-04-27,,221112,1,0,,Employee experienced chest pain while wrenching at work. Employee was hospitalized over night.,5164,Chest pain,311,"Internal chest location, unspecified",7120,"Overexertion in pushing, pulling, or turning, unspecified",9999,Nonclassifiable,,,Fossil Fuel Electric Power Generation
128,-90.346087,38.486906,4194 Meremac Bottom Road,SAINT LOUIS,MISSOURI,63129,2015043762,2015-04-14,,221310,1,0,,"An employee operating a tractor was travelling down a steep slope into a water basin when the tractor sped up and travelled down at a high rate of speed. When he reached the bottom, the tractor bounced and jarred him, causing a back injury that required hospitalization.",1972,"Soreness, pain, hurt-nonspecified injury",320,"Back, including spine, spinal cord, unspecified",2737,"Sudden start or stop, nonroadway",8630,"Tractor, unspecified",,,Water Supply and Irrigation Systems
129,-94.971471,39.461902,20250 State Route 45 North,WESTON,MISSOURI,64098,2015086045,2015-08-24,,221112,1,1,,"An employee was entering Unit 2 (north stairwell) through a door.  The employee reached back to stop the door from slamming and his right index finger got caught between the door and its frame crushing the tip of his finger.  The right index fingertip was amputated at, or just above, the distal (1st) knuckle.",1311,Amputations,4422,Fingertip(s),6261,Struck by or caught in swinging door or gate,6511,"Doors, except garage and vehicle",,,Fossil Fuel Electric Power Generation
130,-94.585582,39.191549,5308 NW Old Pike Rd,KANSAS CITY,MISSOURI,64111,2015096360,2015-09-02,,221122,1,0,,"On September 2, 2015, at 10:30 a.m., an employee was in an elevated man basket approximately 20 feet above ground, stapling the copper ground wire to a utility pole, when he received an electrical shock through his right shoulder and left hand. He was hospitalized. PPE equipment was not used at the time of the incident.",193,"Electrocutions, electric shocks",6,BODY SYSTEMS,510,"Exposure to electricity, unspecified",4415,"Power lines, transformers, convertors",,,Electric Power Distribution
